Subject	Predicate	Object
baeS	is homologous to	baeS(Salmonella)
bamA	is homologous to	bamA(Salmonella)
bamB	is homologous to	bamB(Salmonella)
bamE	is homologous to	bamE(Salmonella)
barA	is homologous to	barA(Salmonella)
basS	is homologous to	basS(Salmonella)
bax	is homologous to	bax(Salmonella)
bcp	is homologous to	bcp(Salmonella)
bcr	is homologous to	bcr(Salmonella)
bcsA	is homologous to	bcsA(Salmonella)
bcsB	is homologous to	bcsB(Salmonella)
bcsE	is homologous to	bcsE(Salmonella)
bcsF	is homologous to	bcsF(Salmonella)
bcsG	is homologous to	bcsG(Salmonella)
bdm	is homologous to	bdm(Salmonella)
bfd	is homologous to	bfd(Salmonella)
bfr	is homologous to	bfr(Salmonella)
bglA	is homologous to	bglA(Salmonella)
bglX	is homologous to	bglX(Salmonella)
bioA	is homologous to	bioA(Salmonella)
bioB	is homologous to	bioB(Salmonella)
bioC	is homologous to	bioC(Salmonella)
bioF	is homologous to	bioF(Salmonella)
bioH	is homologous to	bioH(Salmonella)
bioP	is homologous to	bioP(Salmonella)
bipA	is homologous to	bipA(Salmonella)
birA	is homologous to	birA(Salmonella)
bisC	is homologous to	bisC(Salmonella)
blc	is homologous to	blc(Salmonella)
bolA	is homologous to	bolA(Salmonella)
brnQ	is homologous to	brnQ(Salmonella)
btuB	is homologous to	btuB(Salmonella)
btuC	is homologous to	btuC(Salmonella)
btuD	is homologous to	btuD(Salmonella)
btuF	is homologous to	btuF(Salmonella)
btuR	is homologous to	btuR(Salmonella)
cadA	is homologous to	cadA(Salmonella)
cadB	is homologous to	cadB(Salmonella)
cadC	is homologous to	cadC(Salmonella)
rng	is homologous to	rng(Salmonella)
caiA	is homologous to	caiA(Salmonella)
caiB	is homologous to	caiB(Salmonella)
caiC	is homologous to	caiC(Salmonella)
caiD	is homologous to	caiD(Salmonella)
caiT	is homologous to	caiT(Salmonella)
carA	is homologous to	carA(Salmonella)
ptsG	is homologous to	ptsG(Salmonella)
cbpA	is homologous to	cbpA(Salmonella)
cca	is homologous to	cca(Salmonella)
ccmC	is homologous to	ccmC(Salmonella)
ccmF	is homologous to	ccmF(Salmonella)
cdaR	is homologous to	cdaR(Salmonella)
cdd	is homologous to	cdd(Salmonella)
cdsA	is homologous to	cdsA(Salmonella)
cedA	is homologous to	cedA(Salmonella)
chbC	is homologous to	chbC(Salmonella)
chbA	is homologous to	chbA(Salmonella)
chbR	is homologous to	chbR(Salmonella)
chbF	is homologous to	chbF(Salmonella)
cfa	is homologous to	cfa(Salmonella)
chaA	is homologous to	chaA(Salmonella)
chaB	is homologous to	chaB(Salmonella)
chbG	is homologous to	chbG(Salmonella)
cheA	is homologous to	cheA(Salmonella)
cheB	is homologous to	cheB(Salmonella)
cheW	is homologous to	cheW(Salmonella)
cheZ	is homologous to	cheZ(Salmonella)
chiP	is homologous to	chiP(Salmonella)
chiQ	is homologous to	chiQ(Salmonella)
cirA	is homologous to	cirA(Salmonella)
citC	is homologous to	citC(Salmonella)
citF	is homologous to	citF(Salmonella)
citT	is homologous to	citT(Salmonella)
clpA	is homologous to	clpA(Salmonella)
clpB	is homologous to	clpB(Salmonella)
clpP	is homologous to	clpP(Salmonella)
clpS	is homologous to	clpS(Salmonella)
clpX	is homologous to	clpX(Salmonella)
clsA	is homologous to	clsA(Salmonella)
clsB	is homologous to	clsB(Salmonella)
cmk	is homologous to	cmk(Salmonella)
mdfA	is homologous to	mdfA(Salmonella)
cmoA	is homologous to	cmoA(Salmonella)
cmoB	is homologous to	cmoB(Salmonella)
coaA	is homologous to	coaA(Salmonella)
coaD	is homologous to	coaD(Salmonella)
cobC	is homologous to	cobC(Salmonella)
cobS	is homologous to	cobS(Salmonella)
cobT	is homologous to	cobT(Salmonella)
cof	is homologous to	cof(Salmonella)
corA	is homologous to	corA(Salmonella)
ypjD	is homologous to	ypjD(Salmonella)
cpdB	is homologous to	cpdB(Salmonella)
ygfX	is homologous to	ygfX(Salmonella)
cpxA	is homologous to	cpxA(Salmonella)
cpxP	is homologous to	cpxP(Salmonella)
cra	is homologous to	cra(Salmonella)
crcB	is homologous to	crcB(Salmonella)
creA	is homologous to	creA(Salmonella)
creB	is homologous to	creB(Salmonella)
creC	is homologous to	creC(Salmonella)
creD	is homologous to	creD(Salmonella)
crp	is homologous to	crp(Salmonella)
crr	is homologous to	crr(Salmonella)
csdA	is homologous to	csdA(Salmonella)
csgB	is homologous to	csgB(Salmonella)
csgD	is homologous to	csgD(Salmonella)
csgE	is homologous to	csgE(Salmonella)
csgF	is homologous to	csgF(Salmonella)
csgG	is homologous to	csgG(Salmonella)
csiE	is homologous to	csiE(Salmonella)
cspA	is homologous to	cspA(Salmonella)
cspC	is homologous to	cspC(Salmonella)
cspD	is homologous to	cspD(Salmonella)
cspE	is homologous to	cspE(Salmonella)
csrA	is homologous to	csrA(Salmonella)
cstA	is homologous to	cstA(Salmonella)
cueO	is homologous to	cueO(Salmonella)
cueR	is homologous to	cueR(Salmonella)
cutC	is homologous to	cutC(Salmonella)
cvpA	is homologous to	cvpA(Salmonella)
cyaA	is homologous to	cyaA(Salmonella)
cyaY	is homologous to	cyaY(Salmonella)
cybB	is homologous to	cybB(Salmonella)
cycA	is homologous to	cycA(Salmonella)
cydA	is homologous to	cydA(Salmonella)
cydB	is homologous to	cydB(Salmonella)
cydC	is homologous to	cydC(Salmonella)
cydD	is homologous to	cydD(Salmonella)
cyoB	is homologous to	cyoB(Salmonella)
cyoC	is homologous to	cyoC(Salmonella)
cyoE	is homologous to	cyoE(Salmonella)
cysA	is homologous to	cysA(Salmonella)
cysB	is homologous to	cysB(Salmonella)
cysE	is homologous to	cysE(Salmonella)
cysG	is homologous to	cysG(Salmonella)
cysH	is homologous to	cysH(Salmonella)
cysJ	is homologous to	cysJ(Salmonella)
cysK	is homologous to	cysK(Salmonella)
cysM	is homologous to	cysM(Salmonella)
cysN	is homologous to	cysN(Salmonella)
cysP	is homologous to	cysP(Salmonella)
cysQ	is homologous to	cysQ(Salmonella)
cysS	is homologous to	cysS(Salmonella)
cysZ	is homologous to	cysZ(Salmonella)
dacA	is homologous to	dacA(Salmonella)
dacB	is homologous to	dacB(Salmonella)
dacC	is homologous to	dacC(Salmonella)
dadA	is homologous to	dadA(Salmonella)
dadX	is homologous to	dadX(Salmonella)
dam	is homologous to	dam(Salmonella)
dapA	is homologous to	dapA(Salmonella)
dapB	is homologous to	dapB(Salmonella)
dapD	is homologous to	dapD(Salmonella)
dapE	is homologous to	dapE(Salmonella)
dapF	is homologous to	dapF(Salmonella)
dbpA	is homologous to	dbpA(Salmonella)
dcd	is homologous to	dcd(Salmonella)
dcm	is homologous to	dcm(Salmonella)
dcp	is homologous to	dcp(Salmonella)
dctA	is homologous to	dctA(Salmonella)
dcuA	is homologous to	dcuA(Salmonella)
dcuB	is homologous to	dcuB(Salmonella)
dcuC	is homologous to	dcuC(Salmonella)
dcuS	is homologous to	dcuS(Salmonella)
dcyD	is homologous to	dcyD(Salmonella)
lpxP	is homologous to	lpxP(Salmonella)
ddlA	is homologous to	ddlA(Salmonella)
ddlB	is homologous to	ddlB(Salmonella)
deaD	is homologous to	deaD(Salmonella)
dedA	is homologous to	dedA(Salmonella)
def	is homologous to	def(Salmonella)
degP	is homologous to	degP(Salmonella)
degQ	is homologous to	degQ(Salmonella)
degS	is homologous to	degS(Salmonella)
deoA	is homologous to	deoA(Salmonella)
deoB	is homologous to	deoB(Salmonella)
deoC	is homologous to	deoC(Salmonella)
deoD	is homologous to	deoD(Salmonella)
deoR	is homologous to	deoR(Salmonella)
der	is homologous to	der(Salmonella)
dfp	is homologous to	dfp(Salmonella)
dgkA	is homologous to	dgkA(Salmonella)
dgoK	is homologous to	dgoK(Salmonella)
dgoT	is homologous to	dgoT(Salmonella)
diaA	is homologous to	diaA(Salmonella)
dinB	is homologous to	dinB(Salmonella)
dinF	is homologous to	dinF(Salmonella)
dinG	is homologous to	dinG(Salmonella)
djlA	is homologous to	djlA(Salmonella)
dkgA	is homologous to	dkgA(Salmonella)
dkgB	is homologous to	dkgB(Salmonella)
dksA	is homologous to	dksA(Salmonella)
dld	is homologous to	dld(Salmonella)
dmsA	is homologous to	dmsA(Salmonella)
dmsD	is homologous to	dmsD(Salmonella)
dnaA	is homologous to	dnaA(Salmonella)
dnaB	is homologous to	dnaB(Salmonella)
dnaC	is homologous to	dnaC(Salmonella)
dnaE	is homologous to	dnaE(Salmonella)
dnaJ	is homologous to	dnaJ(Salmonella)
dnaK	is homologous to	dnaK(Salmonella)
dnaN	is homologous to	dnaN(Salmonella)
dnaQ	is homologous to	dnaQ(Salmonella)
mltD	is homologous to	mltD(Salmonella)
dpiA	is homologous to	dpiA(Salmonella)
dpiB	is homologous to	dpiB(Salmonella)
dppA	is homologous to	dppA(Salmonella)
dppB	is homologous to	dppB(Salmonella)
dppC	is homologous to	dppC(Salmonella)
dppF	is homologous to	dppF(Salmonella)
dps	is homologous to	dps(Salmonella)
dsbA	is homologous to	dsbA(Salmonella)
dsbB	is homologous to	dsbB(Salmonella)
dsbD	is homologous to	dsbD(Salmonella)
dsbG	is homologous to	dsbG(Salmonella)
dsdA	is homologous to	dsdA(Salmonella)
dsdC	is homologous to	dsdC(Salmonella)
dsdX	is homologous to	dsdX(Salmonella)
dtd	is homologous to	dtd(Salmonella)
dtpA	is homologous to	dtpA(Salmonella)
dtpB	is homologous to	dtpB(Salmonella)
dtpD	is homologous to	dtpD(Salmonella)
dusA	is homologous to	dusA(Salmonella)
dusB	is homologous to	dusB(Salmonella)
dusC	is homologous to	dusC(Salmonella)
dxr	is homologous to	dxr(Salmonella)
dxs	is homologous to	dxs(Salmonella)
eamA	is homologous to	eamA(Salmonella)
eamB	is homologous to	eamB(Salmonella)
ecnA	is homologous to	ecnA(Salmonella)
ecnB	is homologous to	ecnB(Salmonella)
eco	is homologous to	eco(Salmonella)
eda	is homologous to	eda(Salmonella)
edd	is homologous to	edd(Salmonella)
efp	is homologous to	efp(Salmonella)
elaB	is homologous to	elaB(Salmonella)
emrA	is homologous to	emrA(Salmonella)
emrB	is homologous to	emrB(Salmonella)
emrD	is homologous to	emrD(Salmonella)
mprA	is homologous to	mprA(Salmonella)
emtA	is homologous to	emtA(Salmonella)
endA	is homologous to	endA(Salmonella)
yihA	is homologous to	yihA(Salmonella)
eno	is homologous to	eno(Salmonella)
entA	is homologous to	entA(Salmonella)
entB	is homologous to	entB(Salmonella)
entC	is homologous to	entC(Salmonella)
entE	is homologous to	entE(Salmonella)
entH	is homologous to	entH(Salmonella)
entS	is homologous to	entS(Salmonella)
envR	is homologous to	envR(Salmonella)
envZ	is homologous to	envZ(Salmonella)
epd	is homologous to	epd(Salmonella)
epmA	is homologous to	epmA(Salmonella)
eptA	is homologous to	eptA(Salmonella)
eptB	is homologous to	eptB(Salmonella)
era	is homologous to	era(Salmonella)
ldtA	is homologous to	ldtA(Salmonella)
eutA	is homologous to	eutA(Salmonella)
eutB	is homologous to	eutB(Salmonella)
eutC	is homologous to	eutC(Salmonella)
eutE	is homologous to	eutE(Salmonella)
eutG	is homologous to	eutG(Salmonella)
eutH	is homologous to	eutH(Salmonella)
eutK	is homologous to	eutK(Salmonella)
eutL	is homologous to	eutL(Salmonella)
eutM	is homologous to	eutM(Salmonella)
eutQ	is homologous to	eutQ(Salmonella)
eutR	is homologous to	eutR(Salmonella)
eutS	is homologous to	eutS(Salmonella)
eutT	is homologous to	eutT(Salmonella)
exbB	is homologous to	exbB(Salmonella)
exbD	is homologous to	exbD(Salmonella)
exoX	is homologous to	exoX(Salmonella)
fabA	is homologous to	fabA(Salmonella)
fabB	is homologous to	fabB(Salmonella)
fabD	is homologous to	fabD(Salmonella)
fabF	is homologous to	fabF(Salmonella)
fabG	is homologous to	fabG(Salmonella)
fabH	is homologous to	fabH(Salmonella)
fabI	is homologous to	fabI(Salmonella)
fabR	is homologous to	fabR(Salmonella)
fabZ	is homologous to	fabZ(Salmonella)
fadA	is homologous to	fadA(Salmonella)
fadB	is homologous to	fadB(Salmonella)
fadD	is homologous to	fadD(Salmonella)
fadE	is homologous to	fadE(Salmonella)
fadH	is homologous to	fadH(Salmonella)
fadJ	is homologous to	fadJ(Salmonella)
fadL	is homologous to	fadL(Salmonella)
fadR	is homologous to	fadR(Salmonella)
fbaA	is homologous to	fbaA(Salmonella)
fbaB	is homologous to	fbaB(Salmonella)
fbp	is homologous to	fbp(Salmonella)
fdhD	is homologous to	fdhD(Salmonella)
fdhE	is homologous to	fdhE(Salmonella)
fdhF	is homologous to	fdhF(Salmonella)
fdnG	is homologous to	fdnG(Salmonella)
fdnH	is homologous to	fdnH(Salmonella)
fdoG	is homologous to	fdoG(Salmonella)
fdoH	is homologous to	fdoH(Salmonella)
fdrA	is homologous to	fdrA(Salmonella)
fdx	is homologous to	fdx(Salmonella)
feoA	is homologous to	feoA(Salmonella)
feoB	is homologous to	feoB(Salmonella)
feoC	is homologous to	feoC(Salmonella)
fepA	is homologous to	fepA(Salmonella)
fepB	is homologous to	fepB(Salmonella)
fepD	is homologous to	fepD(Salmonella)
fepE	is homologous to	fepE(Salmonella)
fepG	is homologous to	fepG(Salmonella)
fes	is homologous to	fes(Salmonella)
ffh	is homologous to	ffh(Salmonella)
fhlA	is homologous to	fhlA(Salmonella)
fhuA	is homologous to	fhuA(Salmonella)
fhuC	is homologous to	fhuC(Salmonella)
fhuD	is homologous to	fhuD(Salmonella)
fhuE	is homologous to	fhuE(Salmonella)
fic	is homologous to	fic(Salmonella)
fieF	is homologous to	fieF(Salmonella)
fimA	is homologous to	fimA(Salmonella)
fimD	is homologous to	fimD(Salmonella)
sfmH	is homologous to	sfmH(Salmonella)
fis	is homologous to	fis(Salmonella)
fixA	is homologous to	fixA(Salmonella)
fixB	is homologous to	fixB(Salmonella)
fixC	is homologous to	fixC(Salmonella)
fixX	is homologous to	fixX(Salmonella)
fklB	is homologous to	fklB(Salmonella)
fldA	is homologous to	fldA(Salmonella)
flgA	is homologous to	flgA(Salmonella)
flgC	is homologous to	flgC(Salmonella)
flgD	is homologous to	flgD(Salmonella)
flgE	is homologous to	flgE(Salmonella)
flgF	is homologous to	flgF(Salmonella)
flgG	is homologous to	flgG(Salmonella)
flgH	is homologous to	flgH(Salmonella)
flgI	is homologous to	flgI(Salmonella)
flgJ	is homologous to	flgJ(Salmonella)
flgK	is homologous to	flgK(Salmonella)
flgL	is homologous to	flgL(Salmonella)
flgN	is homologous to	flgN(Salmonella)
flhA	is homologous to	flhA(Salmonella)
flhB	is homologous to	flhB(Salmonella)
flhC	is homologous to	flhC(Salmonella)
fliA	is homologous to	fliA(Salmonella)
fliC	is homologous to	fliC(Salmonella)
fliE	is homologous to	fliE(Salmonella)
fliG	is homologous to	fliG(Salmonella)
fliH	is homologous to	fliH(Salmonella)
fliI	is homologous to	fliI(Salmonella)
fliJ	is homologous to	fliJ(Salmonella)
fliL	is homologous to	fliL(Salmonella)
fliM	is homologous to	fliM(Salmonella)
fliN	is homologous to	fliN(Salmonella)
fliO	is homologous to	fliO(Salmonella)
fliP	is homologous to	fliP(Salmonella)
fliQ	is homologous to	fliQ(Salmonella)
fliR	is homologous to	fliR(Salmonella)
fliS	is homologous to	fliS(Salmonella)
tcyJ	is homologous to	tcyJ(Salmonella)
fliZ	is homologous to	fliZ(Salmonella)
flk	is homologous to	flk(Salmonella)
fmt	is homologous to	fmt(Salmonella)
fnr	is homologous to	fnr(Salmonella)
folA	is homologous to	folA(Salmonella)
folB	is homologous to	folB(Salmonella)
folC	is homologous to	folC(Salmonella)
folD	is homologous to	folD(Salmonella)
folE	is homologous to	folE(Salmonella)
fpr	is homologous to	fpr(Salmonella)
frdA	is homologous to	frdA(Salmonella)
frdC	is homologous to	frdC(Salmonella)
frdD	is homologous to	frdD(Salmonella)
frr	is homologous to	frr(Salmonella)
frsA	is homologous to	frsA(Salmonella)
fruA	is homologous to	fruA(Salmonella)
fruB	is homologous to	fruB(Salmonella)
frwB	is homologous to	frwB(Salmonella)
frwC	is homologous to	frwC(Salmonella)
frwD	is homologous to	frwD(Salmonella)
fsr	is homologous to	fsr(Salmonella)
ftnA	is homologous to	ftnA(Salmonella)
ftnB	is homologous to	ftnB(Salmonella)
ftsA	is homologous to	ftsA(Salmonella)
nrdB	is homologous to	nrdB(Salmonella)
ftsH	is homologous to	ftsH(Salmonella)
ftsI	is homologous to	ftsI(Salmonella)
ftsL	is homologous to	ftsL(Salmonella)
ftsN	is homologous to	ftsN(Salmonella)
ftsP	is homologous to	ftsP(Salmonella)
ftsQ	is homologous to	ftsQ(Salmonella)
ftsW	is homologous to	ftsW(Salmonella)
ftsX	is homologous to	ftsX(Salmonella)
ftsY	is homologous to	ftsY(Salmonella)
ftsZ	is homologous to	ftsZ(Salmonella)
fucA	is homologous to	fucA(Salmonella)
fucI	is homologous to	fucI(Salmonella)
fucK	is homologous to	fucK(Salmonella)
fucO	is homologous to	fucO(Salmonella)
fucR	is homologous to	fucR(Salmonella)
fumA	is homologous to	fumA(Salmonella)
fumB	is homologous to	fumB(Salmonella)
fumC	is homologous to	fumC(Salmonella)
fur	is homologous to	fur(Salmonella)
fusA	is homologous to	fusA(Salmonella)
fxsA	is homologous to	fxsA(Salmonella)
gabD	is homologous to	gabD(Salmonella)
gabP	is homologous to	gabP(Salmonella)
gabT	is homologous to	gabT(Salmonella)
galE	is homologous to	galE(Salmonella)
galF	is homologous to	galF(Salmonella)
galK	is homologous to	galK(Salmonella)
galP	is homologous to	galP(Salmonella)
galR	is homologous to	galR(Salmonella)
galS	is homologous to	galS(Salmonella)
galU	is homologous to	galU(Salmonella)
gapA	is homologous to	gapA(Salmonella)
garD	is homologous to	garD(Salmonella)
garK	is homologous to	garK(Salmonella)
garL	is homologous to	garL(Salmonella)
garR	is homologous to	garR(Salmonella)
gcd	is homologous to	gcd(Salmonella)
gcl	is homologous to	gcl(Salmonella)
gcvA	is homologous to	gcvA(Salmonella)
gcvH	is homologous to	gcvH(Salmonella)
gcvP	is homologous to	gcvP(Salmonella)
gcvR	is homologous to	gcvR(Salmonella)
gcvT	is homologous to	gcvT(Salmonella)
gdhA	is homologous to	gdhA(Salmonella)
gdx	is homologous to	gdx(Salmonella)
ggt	is homologous to	ggt(Salmonella)
ghrA	is homologous to	ghrA(Salmonella)
ghrB	is homologous to	ghrB(Salmonella)
mnmG	is homologous to	mnmG(Salmonella)
rsmG	is homologous to	rsmG(Salmonella)
hyi	is homologous to	hyi(Salmonella)
gldA	is homologous to	gldA(Salmonella)
glgB	is homologous to	glgB(Salmonella)
glgC	is homologous to	glgC(Salmonella)
glgP	is homologous to	glgP(Salmonella)
glk	is homologous to	glk(Salmonella)
glmM	is homologous to	glmM(Salmonella)
glmS	is homologous to	glmS(Salmonella)
glmU	is homologous to	glmU(Salmonella)
glnA	is homologous to	glnA(Salmonella)
glnB	is homologous to	glnB(Salmonella)
glnD	is homologous to	glnD(Salmonella)
glnE	is homologous to	glnE(Salmonella)
glnG	is homologous to	glnG(Salmonella)
glnH	is homologous to	glnH(Salmonella)
glnK	is homologous to	glnK(Salmonella)
glnQ	is homologous to	glnQ(Salmonella)
glnS	is homologous to	glnS(Salmonella)
gloA	is homologous to	gloA(Salmonella)
gloB	is homologous to	gloB(Salmonella)
glpA	is homologous to	glpA(Salmonella)
glpB	is homologous to	glpB(Salmonella)
glpC	is homologous to	glpC(Salmonella)
glpD	is homologous to	glpD(Salmonella)
glpE	is homologous to	glpE(Salmonella)
glpF	is homologous to	glpF(Salmonella)
glpG	is homologous to	glpG(Salmonella)
glpK	is homologous to	glpK(Salmonella)
glpQ	is homologous to	glpQ(Salmonella)
glpT	is homologous to	glpT(Salmonella)
glpX	is homologous to	glpX(Salmonella)
gltA	is homologous to	gltA(Salmonella)
gltB	is homologous to	gltB(Salmonella)
gltD	is homologous to	gltD(Salmonella)
gltI	is homologous to	gltI(Salmonella)
gltJ	is homologous to	gltJ(Salmonella)
gltL	is homologous to	gltL(Salmonella)
gltP	is homologous to	gltP(Salmonella)
gltS	is homologous to	gltS(Salmonella)
gltX	is homologous to	gltX(Salmonella)
gluQ	is homologous to	gluQ(Salmonella)
glxR	is homologous to	glxR(Salmonella)
glyA	is homologous to	glyA(Salmonella)
glyQ	is homologous to	glyQ(Salmonella)
glyS	is homologous to	glyS(Salmonella)
gmd	is homologous to	gmd(Salmonella)
gmhB	is homologous to	gmhB(Salmonella)
gmk	is homologous to	gmk(Salmonella)
gnd	is homologous to	gnd(Salmonella)
gntR	is homologous to	gntR(Salmonella)
gntT	is homologous to	gntT(Salmonella)
gntU	is homologous to	gntU(Salmonella)
yhgH	is homologous to	yhgH(Salmonella)
gor	is homologous to	gor(Salmonella)
gph	is homologous to	gph(Salmonella)
gpmA	is homologous to	gpmA(Salmonella)
ytjC	is homologous to	ytjC(Salmonella)
gpp	is homologous to	gpp(Salmonella)
gpsA	is homologous to	gpsA(Salmonella)
gpt	is homologous to	gpt(Salmonella)
grcA	is homologous to	grcA(Salmonella)
greA	is homologous to	greA(Salmonella)
greB	is homologous to	greB(Salmonella)
groL	is homologous to	groL(Salmonella)
groS	is homologous to	groS(Salmonella)
grpE	is homologous to	grpE(Salmonella)
grxC	is homologous to	grxC(Salmonella)
gshA	is homologous to	gshA(Salmonella)
gshB	is homologous to	gshB(Salmonella)
gsiA	is homologous to	gsiA(Salmonella)
gsiB	is homologous to	gsiB(Salmonella)
gsiC	is homologous to	gsiC(Salmonella)
gsiD	is homologous to	gsiD(Salmonella)
gsk	is homologous to	gsk(Salmonella)
gss	is homologous to	gss(Salmonella)
gstA	is homologous to	gstA(Salmonella)
guaA	is homologous to	guaA(Salmonella)
guaB	is homologous to	guaB(Salmonella)
guaC	is homologous to	guaC(Salmonella)
gudD	is homologous to	gudD(Salmonella)
gutM	is homologous to	gutM(Salmonella)
gyrA	is homologous to	gyrA(Salmonella)
gyrB	is homologous to	gyrB(Salmonella)
hcp	is homologous to	hcp(Salmonella)
hcr	is homologous to	hcr(Salmonella)
hda	is homologous to	hda(Salmonella)
hdfR	is homologous to	hdfR(Salmonella)
helD	is homologous to	helD(Salmonella)
hemA	is homologous to	hemA(Salmonella)
hemB	is homologous to	hemB(Salmonella)
hemC	is homologous to	hemC(Salmonella)
hemF	is homologous to	hemF(Salmonella)
hemG	is homologous to	hemG(Salmonella)
hemH	is homologous to	hemH(Salmonella)
hemL	is homologous to	hemL(Salmonella)
